Puntaje obtenido	Número de movimientos	Número de Singletons Finales	Jugada con mayor puntaje	Solución+(secuencia de Jugadas)	Matriz
794	61	12	132	[2,3][10,6][1,13][12,12][12,9][12,1][10,5][6,14][12,0][4,7][6,7][10,1][10,2][7,5][6,1][14,6][7,3][2,10][12,6][10,3][3,12][6,9][13,3][10,9][8,13][8,4][11,10][4,14][13,0][13,3][10,2][12,14][11,6][14,4][11,14][10,9][11,5][14,3][7,7][10,7][6,11][13,12][13,11][10,8][12,12][11,10][12,10][11,9][13,8][13,9][14,4][13,13][13,6][13,12][12,14][14,10][14,11][14,14][13,13][13,13][14,14]	1  3  2  2  2  3  4  1  3  3  2  1  4  5  4  
					3  3  5  1  1  2  1  1  2  2  2  2  2  3  3  
					1  1  5  1  1  1  2  2  3  5  3  1  4  3  2  
					3  4  2  1  5  3  3  1  2  1  4  1  4  1  2  
					5  1  4  1  5  5  5  4  1  2  2  3  2  3  3  
					4  2  2  2  4  3  2  5  4  5  5  4  3  4  5  
					2  3  1  1  3  2  5  5  5  3  5  2  2  5  5  
					5  3  1  2  2  5  3  1  2  1  2  1  5  5  3  
					5  5  5  1  2  3  4  4  5  4  2  3  2  3  1  
					3  4  3  5  4  5  1  5  3  3  3  1  5  3  2  
					4  5  2  5  4  4  2  5  4  5  1  5  5  4  2  
					4  3  2  1  2  4  2  5  3  1  5  2  2  5  2  
					3  5  1  4  4  5  2  3  5  1  5  3  3  5  4  
					3  5  4  1  4  4  3  5  4  1  3  1  2  1  3  
					2  5  5  2  1  5  3  3  5  1  5  2  5  5  1  
					

762	54	41	272	[1,7][13,0][10,11][5,6][12,1][11,4][13,14][4,3][5,4][5,9][9,0][7,14][6,4][11,12][12,10][8,14][7,6][13,9][10,14][5,3][12,3][8,10][8,2][10,6][9,8][13,1][10,2][10,6][13,9][11,13][14,2][9,9][9,8][14,12][10,1][10,14][10,8][12,1][12,6][13,8][12,5][13,6][10,5][11,1][11,9][12,11][13,9][14,3][14,12][14,9][14,12][14,10][13,5][13,5]	1  4  3  4  2  4  3  4  4  3  3  5  4  5  4  
					4  2  4  3  3  5  4  1  1  2  3  1  3  2  1  
					3  2  3  5  2  1  2  5  3  4  2  4  2  2  5  
					5  3  4  4  5  3  1  1  1  1  4  3  5  1  3  
					2  3  5  3  5  1  2  5  5  3  3  1  5  1  3  
					3  3  4  5  3  2  3  1  1  3  5  2  3  1  5  
					2  1  4  2  1  2  3  2  5  5  5  4  3  1  3  
					2  5  4  3  2  5  5  2  3  5  3  1  1  4  3  
					1  3  1  1  1  4  2  2  1  2  1  1  5  2  2  
					3  4  2  5  5  5  3  1  1  4  1  3  3  1  3  
					5  1  4  2  1  3  5  3  2  3  5  3  3  3  1  
					3  3  2  3  1  3  2  3  3  2  1  1  1  4  3  
					2  4  4  5  1  5  1  1  5  4  3  2  1  4  1  
					2  5  5  5  4  3  4  1  2  3  3  5  1  4  4  
					4  3  2  4  5  2  1  5  5  3  3  3  1  5  5  
					

664	61	21	72	[0,8][8,2][6,8][7,4][5,5][9,6][9,8][6,7][7,10][10,4][0,14][5,1][4,9][12,8][12,14][9,7][14,5][10,11][6,1][11,9][10,5][12,9][9,2][12,10][10,1][12,11][3,12][10,3][14,10][14,0][13,11][10,4][11,9][14,5][11,0][13,6][12,3][13,2][14,9][13,7][11,8][11,12][8,14][14,5][11,10][12,11][11,13][12,13][14,12][14,14][14,13][14,11][10,7][13,6][13,12][14,13][13,8][13,5][13,13][14,12][14,6]	5  4  2  5  4  5  5  3  4  3  5  4  1  3  3  
					4  3  1  3  3  4  4  4  4  3  5  3  3  3  1  
					3  1  3  4  1  3  1  3  4  1  1  4  1  2  4  
					4  1  1  1  2  1  2  4  3  2  2  5  2  4  5  
					5  4  2  5  5  2  5  1  2  2  3  1  3  1  4  
					3  5  2  3  1  5  1  3  4  5  2  4  2  3  3  
					1  3  5  4  3  5  2  5  1  2  4  1  3  2  2  
					2  1  5  1  1  5  3  5  1  2  1  3  4  2  2  
					2  1  5  2  4  4  2  1  2  4  1  2  3  4  1  
					3  2  5  2  2  2  5  4  4  5  1  3  5  3  2  
					2  5  4  3  2  4  5  2  3  1  2  2  1  3  4  
					5  2  1  2  1  4  4  3  4  3  1  4  2  1  5  
					3  5  5  5  3  1  4  1  1  2  2  1  4  2  4  
					2  4  4  1  2  2  4  4  2  1  5  3  5  4  4  
					2  5  3  5  5  1  1  1  4  5  1  1  2  4  5  
					

820	55	23	156	[8,6][10,4][9,8][10,10][9,1][10,11][14,11][11,10][4,2][11,2][13,5][4,7][7,10][9,0][14,10][1,13][3,2][14,9][13,11][10,9][11,14][8,14][13,3][9,3][9,8][6,13][12,8][12,0][12,8][10,1][9,2][14,12][6,6][9,14][10,1][12,2][13,14][13,1][13,12][13,9][11,13][8,5][13,13][12,4][13,2][13,6][14,6][13,10][14,6][14,8][13,8][13,9][13,7][14,3][14,3]	5  5  1  1  2  3  5  3  5  5  5  1  1  5  1  
					1  2  4  2  1  2  1  3  3  1  5  4  3  2  5  
					3  4  4  5  4  1  5  2  3  2  5  5  1  5  2  
					5  3  1  4  4  5  3  3  1  4  4  3  5  5  5  
					3  5  4  4  3  5  3  4  5  4  2  1  3  5  3  
					2  4  1  2  4  2  1  3  5  4  1  5  1  5  5  
					2  5  3  2  1  3  4  5  1  5  3  5  2  1  1  
					5  1  2  3  2  1  1  2  4  2  1  2  2  3  3  
					3  4  1  5  1  5  3  3  4  5  2  3  2  2  5  
					5  5  4  3  4  2  3  3  3  2  5  5  1  3  3  
					5  5  3  1  4  1  4  3  3  5  1  1  3  1  4  
					3  5  1  1  2  1  2  4  2  5  2  2  2  3  3  
					3  3  3  1  5  2  3  5  3  1  1  2  2  2  3  
					1  2  4  1  1  2  5  2  2  1  1  5  3  5  4  
					3  3  3  3  3  1  3  2  2  3  1  1  4  4  1  
					

712	55	33	156	[1,4][7,0][3,12][5,13][13,6][4,7][13,11][10,14][13,4][5,11][4,9][13,5][7,13][10,6][3,2][7,3][9,2][7,6][7,12][11,9][8,5][9,9][11,14][13,2][13,11][13,13][14,0][11,6][13,4][10,1][14,1][10,11][12,8][14,10][14,13][9,1][10,6][12,8][11,1][13,14][13,2][12,3][14,10][14,10][12,12][10,5][11,1][14,8][14,7][14,6][14,8][13,7][13,14][14,8][14,14]	3  4  4  2  3  1  5  4  1  5  3  2  1  1  1  
					2  5  2  4  1  1  3  1  2  1  5  2  4  2  4  
					3  2  5  2  5  4  5  4  4  3  1  3  2  5  3  
					2  5  1  3  4  3  1  3  2  3  2  2  2  3  3  
					1  4  1  5  2  4  5  3  4  4  2  2  2  3  2  
					2  3  1  3  5  4  3  5  4  3  3  2  5  3  2  
					4  3  2  2  3  3  1  3  1  1  1  5  2  3  4  
					4  4  2  1  4  1  5  4  3  1  2  3  3  5  1  
					3  2  5  1  3  4  2  1  5  5  1  2  4  4  3  
					4  1  2  1  4  2  5  2  1  3  5  4  3  4  2  
					2  4  5  2  2  2  4  1  2  2  1  5  5  3  1  
					5  2  3  2  4  5  3  2  1  2  3  1  2  2  1  
					2  5  5  1  2  2  5  2  1  3  3  2  1  3  2  
					3  1  5  4  3  3  3  4  5  3  1  4  3  2  2  
					5  5  1  5  1  2  2  2  5  1  5  4  1  2  1  
					

656	60	28	110	[12,6][8,3][2,10][2,1][6,3][9,6][5,8][14,1][9,5][0,12][10,6][10,11][10,2][9,3][7,7][12,6][7,10][4,14][11,9][10,9][11,10][6,10][6,14][8,0][11,9][12,13][8,4][9,8][13,1][10,0][10,0][12,11][11,1][13,13][8,13][8,4][5,14][9,3][10,1][12,1][14,13][13,12][12,10][11,14][13,10][13,8][13,9][13,13][12,13][13,13][14,13][14,10][14,11][14,7][14,13][14,6][14,7][12,9][13,9][13,8]	1  3  5  2  5  3  2  1  3  5  4  3  2  4  1  
					4  2  4  5  2  1  1  5  5  4  1  2  2  3  5  
					3  4  4  4  4  3  4  1  5  5  4  4  3  5  5  
					5  2  5  2  2  5  5  3  5  3  4  3  1  2  2  
					2  2  2  4  4  2  4  3  4  2  2  1  2  4  5  
					2  5  5  3  1  5  1  2  5  4  2  2  1  2  5  
					5  4  2  2  5  4  4  5  1  5  4  5  3  1  1  
					4  3  4  2  4  1  5  3  2  2  3  5  1  4  4  
					1  2  1  5  5  4  5  3  5  4  2  3  4  1  2  
					5  1  5  5  5  1  4  5  5  2  5  1  2  3  5  
					1  3  4  2  3  1  4  1  3  5  5  2  4  1  4  
					2  5  1  5  4  2  4  2  3  3  3  2  2  3  4  
					1  3  5  2  3  5  2  2  2  5  4  2  5  1  2  
					4  3  1  1  4  1  3  5  4  1  1  2  1  1  4  
					4  4  4  4  4  2  4  5  3  4  5  1  1  3  1  
					

992	57	25	380	[6,4][9,4][8,2][2,13][3,1][8,2][10,13][8,3][13,13][14,11][8,10][3,6][7,10][5,8][9,5][8,4][13,7][14,10][12,8][13,13][9,0][10,5][12,8][8,6][10,5][10,14][13,2][11,0][14,8][11,8][13,11][5,9][14,3][9,13][13,11][11,9][9,8][10,4][11,2][11,6][13,8][13,9][14,12][14,10][13,9][13,10][10,3][13,13][14,10][14,12][11,4][13,14][10,7][14,11][12,5][12,6][14,12]	1  1  5  2  3  2  1  4  2  3  4  3  3  5  1  
					1  4  3  2  2  5  1  1  3  3  2  4  4  4  5  
					3  2  3  3  1  1  4  1  3  2  4  3  4  4  3  
					5  5  1  5  1  5  4  3  5  4  2  1  5  3  4  
					1  2  4  2  3  1  1  4  3  1  4  2  2  3  1  
					1  4  1  3  3  4  1  2  2  5  5  3  1  3  3  
					5  5  5  1  1  5  1  5  5  3  5  2  2  5  4  
					5  3  2  4  1  5  4  4  5  5  4  3  5  2  3  
					5  5  4  4  2  5  1  5  2  4  2  3  1  5  3  
					5  2  5  3  4  4  5  2  1  3  3  3  2  3  1  
					4  2  5  4  4  1  1  2  4  2  5  3  4  4  4  
					4  3  5  2  3  5  5  1  2  3  1  2  4  1  2  
					1  2  2  3  4  2  5  5  5  3  4  4  4  5  5  
					2  3  3  2  1  2  1  5  4  1  5  1  3  2  1  
					3  4  2  4  2  3  5  1  5  2  1  3  3  2  4  
					

792	54	31	90	[8,13][9,7][8,14][0,0][7,9][6,13][5,8][13,11][5,9][9,11][13,3][11,10][12,6][4,7][10,14][4,6][12,3][12,10][3,8][7,6][8,11][12,4][9,5][8,8][9,1][12,6][9,14][12,12][11,2][11,2][12,1][14,5][12,0][10,9][10,4][11,3][9,11][13,1][13,1][11,10][12,3][13,11][14,7][12,2][12,8][12,6][13,10][14,6][12,2][14,7][13,8][14,1][13,12][14,9]	1  1  2  2  2  1  5  1  3  3  4  3  4  3  1  
					3  3  4  2  1  2  2  4  3  1  2  5  1  4  3  
					4  3  2  3  5  2  4  5  4  4  2  5  2  5  2  
					1  3  4  5  1  1  5  2  2  5  2  3  5  5  3  
					4  3  2  3  1  3  4  3  3  3  3  3  1  1  5  
					3  2  4  2  2  4  5  1  1  4  5  2  1  1  4  
					2  5  1  1  3  2  5  2  1  3  5  4  1  3  4  
					3  5  1  2  3  5  3  4  5  3  1  2  4  3  1  
					1  2  3  5  3  2  3  2  1  4  3  1  4  3  2  
					2  3  4  5  3  3  1  1  4  1  1  1  2  4  2  
					4  4  2  5  2  3  4  1  5  2  3  2  5  3  3  
					1  2  4  5  3  1  5  5  3  4  4  5  3  4  3  
					1  5  1  2  4  5  5  4  5  1  4  2  1  2  4  
					3  2  3  2  5  5  4  4  2  5  2  1  1  2  1  
					4  3  4  3  1  1  5  2  3  1  3  2  1  5  2  
					

1002	52	28	182	[4,2][6,4][9,4][13,13][7,6][6,7][5,8][14,3][6,3][13,6][2,0][13,11][11,1][10,4][12,4][9,5][11,14][7,8][10,9][9,0][9,6][11,14][11,9][12,13][6,14][12,9][6,0][13,0][14,11][9,14][12,1][13,11][8,1][10,1][14,14][13,2][13,2][14,3][12,10][13,13][13,2][12,4][12,8][13,7][13,3][14,4][13,1][13,7][14,7][14,9][13,9][14,9]	5  4  5  1  4  4  2  3  4  1  3  4  3  3  2  
					2  5  1  4  5  4  1  1  3  4  5  2  5  1  2  
					2  1  3  2  4  1  1  5  1  1  2  4  5  3  1  
					3  4  5  4  4  2  1  3  4  1  5  1  5  1  3  
					2  5  4  4  2  5  3  4  1  3  1  4  4  4  2  
					1  2  1  2  2  3  1  2  4  3  2  5  5  1  1  
					5  1  3  5  4  4  4  2  4  1  3  5  4  5  2  
					5  4  4  4  2  1  1  3  1  5  5  3  2  1  2  
					4  3  2  2  3  2  5  1  2  5  1  5  1  5  3  
					4  5  1  5  5  5  5  4  1  5  3  1  3  3  3  
					1  1  3  3  1  2  4  4  2  5  4  3  1  2  3  
					1  1  4  2  5  4  4  4  4  5  5  2  2  5  1  
					4  5  2  1  5  4  2  1  3  5  3  5  2  5  3  
					4  1  4  2  5  5  4  2  4  2  1  1  4  4  4  
					2  4  3  5  5  3  1  5  3  4  2  3  2  1  1  
					

668	45	64	156	[14,14][3,10][10,6][2,8][9,7][8,12][5,6][3,9][8,2][10,11][9,0][6,8][14,9][13,4][8,13][1,2][12,5][10,3][4,1][5,13][10,6][8,10][13,11][9,13][12,9][6,12][9,12][12,1][12,6][6,1][12,4][7,2][9,2][10,9][10,11][11,3][9,1][9,14][12,4][14,9][9,7][14,1][10,0][14,1][14,2]	2  4  4  1  5  5  1  2  2  2  2  4  3  3  5  
					1  5  4  5  4  4  3  5  4  4  3  1  3  4  2  
					4  5  3  2  1  3  2  3  1  1  4  3  1  4  1  
					1  3  1  3  5  5  1  1  1  1  3  3  1  4  4  
					4  5  5  5  4  3  1  2  4  4  1  2  3  1  3  
					3  1  4  5  2  4  1  4  1  2  5  5  5  5  4  
					1  2  4  1  2  2  4  1  3  1  3  1  2  1  1  
					1  1  5  1  4  4  1  3  1  3  5  3  3  3  2  
					4  5  3  3  2  1  5  4  2  3  2  4  5  5  1  
					4  5  5  3  1  3  1  5  3  4  4  1  3  2  5  
					4  1  1  1  1  3  3  4  3  1  3  1  4  2  1  
					1  2  2  4  2  5  4  1  5  1  5  5  2  2  2  
					5  2  5  5  2  3  3  3  2  2  3  2  1  5  5  
					2  1  4  1  1  4  4  5  4  2  5  1  2  4  1  
					3  3  2  3  2  2  2  4  5  4  4  1  5  3  1  
					

916	55	28	210	[10,7][4,6][13,10][5,12][6,7][5,4][14,3][14,3][14,10][7,4][8,6][8,5][7,12][11,13][11,5][3,1][11,5][14,6][12,13][13,5][13,14][14,7][8,1][8,13][8,9][6,9][9,1][14,13][11,5][12,9][11,3][9,10][11,2][8,1][12,1][10,6][12,9][12,12][12,6][13,1][11,14][13,12][11,2][13,8][14,10][14,8][11,3][12,2][13,3][13,13][14,6][14,14][13,9][13,14][13,5]	2  1  5  4  5  4  1  1  2  5  4  3  4  2  3  
					4  5  4  2  3  3  2  2  1  3  4  4  3  4  4  
					4  3  2  2  5  1  1  2  3  4  1  3  5  1  2  
					1  5  1  3  2  3  3  3  1  3  4  4  1  4  1  
					3  5  4  3  3  3  3  1  4  2  2  4  4  1  3  
					2  1  5  3  3  2  1  4  3  4  5  2  4  4  4  
					2  5  3  2  5  1  2  2  1  4  3  2  3  5  1  
					3  3  5  3  3  4  2  5  5  2  3  3  1  4  4  
					5  2  4  4  5  5  2  5  3  4  2  3  4  5  2  
					2  5  1  2  4  4  4  5  5  5  5  5  2  2  2  
					1  2  5  4  3  2  5  5  5  3  4  5  5  5  2  
					4  2  4  1  5  2  3  1  3  2  3  2  1  1  2  
					4  4  4  5  4  4  1  2  5  4  5  3  3  5  5  
					1  2  3  4  3  3  5  2  5  3  3  5  4  2  5  
					4  5  4  3  3  3  1  1  1  2  5  3  4  4  3  
					

656	59	22	72	[12,0][9,2][1,7][12,5][7,4][8,10][5,1][2,5][13,6][6,0][7,13][13,3][9,14][8,11][12,9][12,5][12,13][7,11][7,4][8,9][14,12][7,7][8,0][7,7][12,3][12,7][14,13][13,5][6,10][12,7][14,5][14,12][9,14][7,8][9,14][14,12][7,10][12,13][9,11][7,1][13,11][9,2][14,6][12,13][12,8][13,11][14,11][11,4][12,9][13,11][13,7][12,10][14,11][14,11][14,4][12,6][12,3][13,7][13,5]	4  4  5  3  2  2  4  2  2  1  3  4  5  3  4  
					2  5  1  5  3  2  1  2  1  3  4  1  4  4  3  
					1  1  5  2  2  3  3  5  3  2  3  5  1  3  4  
					3  2  4  4  4  5  5  4  2  3  4  1  1  5  2  
					1  1  3  4  4  2  3  3  4  5  1  2  3  4  3  
					2  3  4  1  3  1  4  3  1  3  2  5  2  1  2  
					1  2  4  1  3  2  2  5  2  3  5  1  1  4  1  
					1  4  1  2  2  4  5  1  2  3  1  1  2  1  1  
					2  2  5  3  3  1  4  2  3  3  2  3  1  2  1  
					2  5  3  3  2  4  3  3  2  4  2  2  2  4  2  
					4  1  5  2  1  5  1  1  4  3  4  5  2  5  3  
					3  5  3  2  3  5  3  3  1  2  5  3  5  3  5  
					3  2  1  5  2  4  1  3  1  2  5  1  5  2  1  
					1  2  2  3  4  4  5  5  3  5  3  2  2  2  3  
					3  3  1  3  3  1  5  3  3  5  1  5  3  2  1  
					

976	59	24	240	[8,14][0,3][10,10][9,6][11,3][11,4][14,4][4,13][7,2][14,3][3,10][12,2][10,5][2,0][3,11][10,1][7,6][10,12][10,14][7,7][10,6][8,4][10,5][7,13][9,1][10,7][10,3][10,4][14,9][9,10][7,9][11,9][12,8][12,5][12,14][12,10][12,12][11,13][13,13][14,3][12,5][14,4][10,11][12,1][14,11][10,1][13,5][14,10][12,7][11,11][12,2][13,8][13,12][14,12][14,12][14,12][14,13][14,13][14,13]	1  4  3  2  1  5  4  3  4  5  1  2  2  5  3  
					4  5  4  2  5  2  4  2  3  2  4  1  4  2  5  
					3  4  2  5  3  5  1  5  1  5  3  2  2  1  1  
					3  3  5  4  4  1  1  5  2  2  5  4  4  2  5  
					2  5  1  1  3  4  2  1  4  2  1  3  5  5  2  
					4  1  5  3  5  2  1  3  1  4  3  3  1  2  5  
					3  5  4  3  5  1  5  3  2  3  3  5  2  5  1  
					3  5  4  1  2  1  2  2  5  5  1  2  5  4  5  
					5  3  3  1  3  4  4  3  4  5  4  3  4  4  5  
					3  4  4  5  1  2  1  3  4  2  2  1  1  4  1  
					5  3  2  5  5  1  1  3  5  1  2  4  1  1  1  
					1  3  3  3  1  1  2  5  5  4  5  5  5  1  5  
					4  3  2  4  3  5  4  4  4  5  4  1  1  1  2  
					1  3  5  4  1  2  3  2  3  4  5  5  1  5  5  
					2  3  1  4  4  5  2  5  2  4  5  2  5  1  4  
					

924	55	25	240	[0,6][5,8][9,8][2,2][6,8][4,4][9,9][12,2][10,11][7,5][13,8][11,7][14,5][5,14][9,12][11,2][11,7][5,13][6,14][14,8][11,1][9,6][9,4][14,6][9,1][13,2][13,8][14,5][12,6][13,9][4,12][10,11][13,9][14,4][14,7][14,11][14,8][11,6][14,8][13,11][12,7][11,12][11,13][13,13][12,10][13,6][10,5][11,13][14,12][12,14][14,9][14,11][14,8][13,14][14,10]	3  2  4  1  1  5  3  3  2  5  4  3  1  4  4  
					1  5  3  5  1  4  2  1  5  3  2  2  3  1  5  
					5  5  3  1  5  3  1  3  1  1  4  4  4  4  5  
					3  1  5  1  4  4  1  1  4  5  2  2  4  2  3  
					4  1  3  5  4  5  1  1  1  3  5  1  5  1  1  
					3  5  3  2  4  5  4  3  3  4  2  5  2  1  2  
					1  3  2  1  5  3  4  2  2  5  4  2  5  4  2  
					4  2  4  2  4  4  3  2  5  3  5  4  5  4  1  
					1  3  5  1  5  4  1  4  5  3  3  5  4  1  5  
					5  2  3  4  4  4  4  3  3  3  5  4  2  3  2  
					1  2  2  2  5  5  2  5  2  4  2  1  1  1  5  
					4  3  1  4  2  2  1  1  5  1  4  4  1  3  5  
					2  2  1  2  1  1  2  5  5  2  2  4  2  3  1  
					3  2  4  2  1  2  5  1  2  1  2  5  1  3  3  
					1  3  1  4  3  3  2  4  2  4  3  2  2  5  4  
					

604	66	20	72	[1,14][5,5][3,9][9,8][9,6][12,10][4,12][7,2][12,2][7,13][10,5][13,0][11,3][11,7][8,11][12,10][12,11][4,14][9,0][2,1][7,8][7,9][10,12][12,3][12,7][12,7][7,14][6,6][6,4][10,0][8,10][12,4][8,9][8,4][9,0][6,1][11,7][11,4][9,7][10,4][12,7][13,12][12,7][10,14][10,6][11,3][14,11][11,11][14,5][9,2][13,10][12,6][13,12][11,2][14,12][12,13][14,10][14,11][13,12][12,7][12,6][12,14][14,13][13,11][13,11][14,12]	4  2  4  2  3  4  5  4  5  2  4  4  3  4  2  
					3  2  5  2  1  5  3  4  1  3  4  1  3  1  2  
					2  5  4  3  2  3  2  3  2  4  5  1  1  3  5  
					3  3  5  1  4  2  1  5  5  3  3  3  2  1  4  
					3  2  1  2  5  1  5  1  3  2  1  4  2  3  5  
					3  4  3  5  4  1  4  5  4  5  3  5  2  1  4  
					2  3  4  3  1  3  3  4  5  3  5  4  1  3  2  
					4  5  1  1  5  2  2  3  5  4  4  4  3  5  3  
					4  2  2  4  1  1  2  5  5  3  1  1  5  5  2  
					3  1  4  1  2  4  4  2  1  1  5  1  5  5  5  
					2  3  2  1  4  2  4  2  3  4  4  2  3  3  3  
					5  2  5  4  5  5  1  5  4  4  1  3  2  4  5  
					2  1  1  1  1  4  3  3  1  4  1  4  3  5  3  
					4  4  3  1  2  3  5  4  3  5  3  3  2  2  5  
					4  3  2  5  1  1  2  3  1  4  5  3  3  4  2  
					

700	60	21	90	[5,7][7,13][12,0][12,14][4,3][5,3][9,6][10,4][11,3][2,11][14,11][11,14][7,12][7,7][4,1][4,2][7,1][8,4][13,2][12,7][1,5][9,2][14,1][4,12][9,11][13,3][12,5][10,10][7,11][10,5][8,9][12,8][13,4][13,13][14,12][11,13][7,14][7,7][11,5][13,5][13,7][11,13][13,7][13,1][13,8][12,5][12,10][13,1][14,11][14,4][13,10][14,12][11,14][13,14][13,6][14,6][13,4][14,4][14,13][13,9]	1  3  4  1  4  2  3  2  4  5  1  3  1  3  3  
					4  5  5  2  3  2  1  3  4  3  2  4  1  4  4  
					4  4  4  3  5  2  3  4  1  5  1  4  3  2  1  
					5  5  2  4  3  1  5  5  2  1  3  3  4  3  3  
					4  5  4  4  1  4  3  1  1  4  1  3  3  2  2  
					1  2  4  5  5  5  2  1  2  5  3  2  4  4  4  
					4  5  3  1  4  2  2  2  3  2  2  1  4  1  2  
					2  5  2  5  3  4  2  4  1  5  1  3  3  2  1  
					1  5  3  3  1  1  5  3  3  3  5  3  3  2  3  
					5  4  5  5  1  5  4  5  2  3  1  2  5  3  4  
					3  5  2  4  4  2  4  4  5  3  3  5  3  1  3  
					3  5  2  2  1  5  2  1  1  1  5  4  1  4  3  
					5  3  4  2  1  5  3  1  2  1  4  4  4  2  2  
					5  1  1  5  3  1  3  5  2  4  4  3  3  1  3  
					1  2  2  3  3  1  5  3  5  3  5  3  4  1  4  
					

804	69	12	306	[13,2][3,1][13,5][9,14][14,10][8,7][2,4][4,11][2,1][11,13][12,1][9,12][13,5][3,9][5,13][6,9][11,7][8,8][14,4][7,9][6,13][12,3][14,7][14,4][9,7][12,6][10,12][14,7][6,10][8,14][14,12][14,10][10,11][11,3][12,14][8,3][9,9][10,11][11,0][11,12][10,1][14,9][11,14][14,8][11,0][13,1][11,14][13,14][12,0][11,13][13,13][13,5][11,6][14,14][14,1][14,13][14,11][14,7][14,12][14,8][14,3][14,6][14,6][13,7][14,8][13,10][14,8][14,8][14,8]	5  5  4  3  2  5  5  5  2  1  1  5  2  5  3  
					4  5  1  4  3  5  3  5  1  5  1  3  4  2  1  
					5  1  5  1  3  5  4  1  3  2  3  1  2  4  5  
					5  1  1  2  2  5  1  2  2  2  1  5  3  4  4  
					3  5  2  5  5  1  2  3  2  5  2  1  4  2  1  
					4  3  1  2  5  1  4  5  3  2  3  3  3  1  5  
					2  4  5  2  5  3  5  1  3  3  1  2  1  3  5  
					2  3  4  2  4  3  1  1  5  1  2  4  4  1  4  
					4  2  5  1  2  5  5  1  4  5  4  1  4  2  1  
					3  5  1  1  3  1  4  2  5  2  2  2  4  5  2  
					1  3  4  4  1  3  2  4  3  3  2  3  1  3  2  
					3  2  5  1  1  1  5  4  4  2  1  3  5  2  4  
					1  2  1  1  4  3  5  4  3  5  1  3  2  2  3  
					5  2  4  2  1  3  4  4  2  4  1  2  1  4  1  
					5  2  4  5  4  2  4  5  1  1  1  4  1  5  2  
					

788	64	11	182	[3,3][6,11][8,8][2,7][9,9][3,0][4,0][8,10][10,12][12,10][3,7][2,13][8,12][12,13][13,9][11,4][5,4][14,1][8,12][12,6][11,8][11,0][7,6][6,5][9,13][11,1][7,6][5,6][10,6][7,14][4,9][14,4][10,4][14,5][14,12][8,7][12,6][8,12][12,1][12,11][12,10][12,8][12,7][12,8][12,11][13,2][12,2][13,13][14,6][14,8][14,9][12,14][12,7][13,6][14,9][13,9][13,13][13,9][13,9][13,9][14,11][14,11][14,12][14,11]	2  5  1  5  3  4  4  1  1  4  3  2  2  2  3  
					3  2  5  5  4  4  1  4  2  4  4  3  5  1  1  
					3  1  4  5  2  2  1  4  4  1  5  2  3  1  5  
					1  1  1  1  5  4  5  1  4  5  3  3  4  1  3  
					1  5  5  1  5  1  2  4  5  2  4  5  4  2  2  
					1  3  4  1  5  3  5  2  5  5  2  1  3  1  3  
					5  1  5  2  1  3  4  4  3  3  1  1  3  1  5  
					4  3  2  5  4  5  3  5  1  2  3  3  2  1  4  
					2  2  4  4  3  2  4  2  2  1  4  5  1  3  4  
					1  4  2  5  3  1  1  4  1  3  4  5  1  1  4  
					4  4  5  2  4  1  1  1  1  3  4  4  4  2  5  
					4  3  3  5  5  2  5  3  2  5  5  2  3  3  5  
					3  1  1  5  1  2  5  2  1  3  4  4  5  5  1  
					2  4  1  1  4  2  3  5  2  2  5  3  3  3  2  
					3  3  1  4  2  2  4  1  1  3  4  2  1  1  4  
					

674	64	13	90	[0,1][12,12][12,5][6,6][8,13][8,10][11,11][13,5][9,2][5,10][11,12][10,5][7,5][7,6][14,9][10,7][14,9][12,4][4,0][6,0][13,1][7,8][9,6][5,9][8,2][13,3][4,14][8,6][7,4][14,13][8,8][6,9][11,3][11,11][9,14][13,11][14,13][11,0][10,9][9,2][13,2][11,7][11,5][11,10][14,3][13,2][13,5][13,10][14,4][14,2][14,2][14,9][12,8][13,5][7,14][12,12][13,12][13,11][14,13][14,7][13,9][14,9][14,11][14,11]	3  5  5  2  3  1  1  5  5  3  5  4  4  3  1  
					2  1  1  4  2  4  3  2  5  4  4  2  4  5  1  
					4  5  3  3  3  2  3  2  3  5  4  3  1  3  5  
					1  4  5  2  3  2  2  2  1  3  3  4  4  1  5  
					5  5  4  2  3  1  5  5  5  5  3  3  2  3  3  
					5  4  5  3  3  5  2  4  3  1  5  3  5  5  1  
					4  3  1  2  4  5  1  3  2  2  4  3  1  1  1  
					4  5  3  3  2  1  3  2  4  5  2  1  2  5  1  
					5  4  2  1  1  5  5  5  1  2  2  2  5  1  4  
					5  1  1  2  5  1  1  3  5  4  5  4  4  5  2  
					3  2  4  5  4  4  1  5  2  5  1  1  2  4  4  
					4  5  1  2  3  3  4  2  2  1  2  4  1  4  1  
					2  3  3  5  3  2  1  4  3  2  2  5  3  5  2  
					4  3  3  1  3  2  1  2  3  2  1  2  3  5  5  
					5  2  1  4  5  1  3  1  5  5  2  4  5  1  4  
					

