Puntaje obtenido	Número de movimientos	Número de Singletons Finales	Jugada con mayor puntaje	Solución+(secuencia de Jugadas)	Matriz
902	59	23	342	[3,8][11,9][10,5][6,13][5,12][14,12][4,14][9,12][8,6][13,2][4,4][9,8][5,9][8,5][3,11][8,13][12,6][11,9][5,7][9,13][4,5][5,3][9,3][4,0][9,11][10,7][13,2][7,0][7,10][12,3][10,1][13,3][14,7][11,8][9,8][10,0][13,14][14,8][11,12][13,12][9,1][13,1][12,0][12,10][13,12][12,1][14,11][12,4][14,3][14,13][14,12][14,12][14,13][14,7][14,7][14,8][13,10][14,4][14,9]	5  3  4  2  1  4  2  5  2  2  4  1  5  2  1  
					1  1  5  2  5  4  4  1  1  2  2  4  2  1  2  
					1  4  4  2  1  5  1  1  1  3  5  2  4  1  4  
					2  2  4  4  1  4  3  5  5  3  5  2  2  3  1  
					1  1  3  2  1  2  1  1  2  1  3  1  4  2  1  
					1  5  4  4  1  3  3  4  2  1  5  5  3  5  1  
					3  5  3  4  4  1  2  3  2  4  5  3  3  5  2  
					3  3  1  3  4  4  2  5  2  3  2  3  1  5  4  
					2  1  3  1  1  1  2  5  2  4  1  3  1  1  5  
					1  4  4  1  5  3  3  4  4  5  3  3  2  1  2  
					4  3  2  2  2  2  4  5  3  3  3  4  1  2  3  
					3  2  5  3  3  3  3  2  5  2  2  2  1  2  4  
					4  3  2  3  3  5  5  3  4  3  2  3  2  2  2  
					4  5  2  3  2  1  2  4  2  3  5  2  1  3  4  
					2  3  4  2  3  2  1  1  5  3  1  4  1  1  4  
					

762	59	19	110	[3,5][12,14][2,8][6,5][3,10][12,10][9,4][9,1][7,4][12,4][14,3][8,10][10,5][7,0][7,14][6,8][11,7][11,4][3,13][13,5][13,8][13,3][6,0][3,12][11,6][14,8][9,11][9,1][12,9][12,14][14,5][10,0][11,14][8,9][13,6][10,13][13,8][14,10][11,10][14,4][8,2][12,13][10,5][11,13][14,5][13,1][13,10][13,4][11,11][9,11][12,12][12,14][13,5][14,4][11,5][13,11][13,4][13,12][14,4]	3  2  2  1  5  5  1  2  2  5  1  5  2  1  4  
					5  5  5  2  1  4  4  5  2  1  5  3  5  4  1  
					5  5  5  4  1  3  5  3  3  1  5  3  5  4  4  
					2  2  3  2  4  4  4  1  2  2  2  1  4  4  4  
					5  4  2  3  3  4  2  3  3  3  5  4  1  3  3  
					2  3  2  5  1  2  4  2  3  5  2  3  2  4  3  
					2  2  3  4  3  3  3  4  1  2  2  4  1  5  5  
					3  3  2  1  3  1  2  5  1  4  4  5  4  3  3  
					3  2  2  3  4  5  4  1  4  2  2  1  3  2  4  
					4  1  1  5  5  2  5  3  5  4  5  5  4  1  4  
					5  1  2  5  2  5  3  4  3  1  4  5  1  1  5  
					2  4  3  1  3  4  3  4  3  4  5  2  4  5  4  
					3  5  3  1  2  2  2  1  1  1  1  2  5  2  4  
					3  1  5  5  3  2  1  3  3  3  4  3  2  1  4  
					1  2  1  5  5  4  5  4  5  2  5  2  4  5  1  
					

796	56	26	156	[3,0][5,12][7,14][12,5][6,0][5,8][8,1][14,3][10,1][0,10][8,4][5,11][6,2][5,12][14,3][9,8][12,11][12,0][11,14][7,11][11,7][10,4][5,10][10,3][10,12][6,14][6,7][9,14][8,7][11,5][10,8][4,10][12,10][9,13][10,13][9,6][12,8][12,8][11,0][13,12][12,10][13,10][13,4][13,11][14,13][13,5][13,9][14,13][14,8][14,5][13,10][13,6][14,7][14,11][11,7][14,11]	3  2  1  4  4  5  2  3  5  2  5  3  1  5  4  
					1  1  2  5  3  1  1  1  4  5  5  3  1  3  1  
					4  1  3  4  1  2  4  1  1  5  1  3  5  5  2  
					3  3  1  4  4  5  4  5  4  3  5  1  5  3  5  
					4  1  1  3  3  4  3  1  5  2  5  1  1  2  5  
					2  3  2  2  5  4  2  5  5  3  3  4  5  1  5  
					4  4  1  5  5  2  1  2  5  1  2  4  5  5  3  
					2  3  3  5  4  1  4  4  2  2  2  2  3  2  3  
					5  4  5  5  4  2  4  5  2  1  4  4  1  3  1  
					4  4  4  2  5  2  1  1  1  5  5  5  1  4  1  
					2  3  4  1  5  2  3  4  3  2  3  3  3  4  3  
					1  1  1  2  1  5  3  3  3  5  2  1  2  2  2  
					1  4  5  1  2  5  4  1  4  1  1  4  4  2  4  
					1  1  5  5  3  2  3  1  2  3  2  5  1  4  2  
					3  5  2  5  1  5  1  5  1  2  2  3  1  4  1  
					

850	57	25	182	[4,10][13,0][2,7][14,2][5,1][3,3][5,10][8,1][6,9][14,11][11,4][12,7][9,12][1,3][4,13][9,11][8,9][3,6][7,10][11,14][4,13][11,9][3,5][5,12][9,3][9,1][10,3][8,11][13,12][7,5][13,12][14,3][13,11][10,13][10,0][12,14][9,14][6,1][7,5][11,11][11,11][9,4][14,10][7,3][12,7][12,12][13,8][14,5][14,4][11,2][14,7][13,6][14,7][14,6][14,7][13,9][13,8]	2  5  1  3  3  4  3  1  5  5  4  3  5  1  4  
					5  1  2  1  3  4  4  3  4  3  1  3  5  1  2  
					2  5  3  3  1  4  4  1  2  3  4  5  3  5  5  
					3  5  4  2  4  2  2  1  1  4  5  4  4  1  4  
					2  2  2  4  5  3  2  4  5  4  5  3  1  3  4  
					3  5  4  3  5  5  2  5  1  3  2  4  3  4  4  
					4  3  5  4  3  5  4  3  5  3  2  5  1  4  3  
					2  5  1  4  2  4  5  1  1  4  5  1  3  4  5  
					5  5  3  4  2  5  4  2  1  4  5  1  1  1  3  
					2  2  5  4  3  4  4  4  1  4  1  4  3  5  2  
					3  4  3  2  3  2  3  1  4  1  5  1  3  1  5  
					4  3  4  2  1  1  3  5  5  5  2  2  2  4  5  
					4  5  3  1  4  4  4  3  5  2  1  3  5  5  2  
					4  1  1  3  5  1  5  3  5  2  2  2  3  3  1  
					5  4  4  3  3  5  1  5  1  4  2  2  4  2  3  
					

826	66	11	210	[13,14][8,5][6,10][3,8][1,6][4,10][9,7][3,3][10,6][8,11][11,1][6,9][8,2][11,7][2,4][11,6][6,13][9,9][11,14][5,1][11,14][12,8][13,3][7,2][9,11][7,2][14,14][9,8][10,9][13,1][9,2][13,7][11,0][8,2][14,7][9,11][12,3][12,13][8,5][13,8][14,2][11,5][12,4][12,5][12,7][14,2][13,1][14,4][13,10][13,10][12,5][13,6][12,6][13,1][13,8][14,3][12,6][14,2][14,10][14,6][13,12][14,9][14,11][14,10][14,12][13,12]	2  4  3  3  3  5  3  3  1  2  2  4  5  1  1  
					3  5  1  2  3  4  2  1  5  4  2  2  4  1  1  
					5  5  4  3  1  2  1  1  2  2  5  4  2  4  1  
					5  1  5  3  3  4  5  2  3  4  1  2  5  2  4  
					2  5  4  4  5  5  3  1  1  2  4  1  1  1  2  
					3  3  5  4  4  4  2  4  3  5  5  5  1  5  3  
					2  1  1  4  2  3  5  2  4  4  4  5  1  5  2  
					5  2  3  5  2  4  3  3  2  5  5  1  1  1  2  
					1  5  3  1  4  5  5  1  5  5  3  2  5  1  2  
					1  2  5  4  4  1  4  5  5  3  3  5  3  4  5  
					4  4  3  3  2  4  4  5  2  5  1  4  5  5  3  
					4  4  4  5  5  2  3  1  2  3  2  4  2  5  2  
					3  5  4  1  4  5  1  2  1  1  5  1  4  2  2  
					4  4  2  1  2  3  2  1  1  4  4  3  1  3  4  
					2  2  2  4  3  2  4  2  4  1  5  2  4  5  4  
					

708	60	22	132	[7,14][2,6][11,5][2,9][6,11][11,5][6,5][2,2][5,4][11,4][11,10][9,11][4,8][10,1][4,1][2,12][5,14][13,13][4,13][13,11][9,5][6,9][12,8][8,7][10,14][12,4][12,4][12,0][8,9][11,4][12,2][11,10][9,7][14,2][14,12][14,12][10,2][10,13][12,6][12,7][14,6][14,1][10,13][10,8][10,14][11,3][12,5][13,9][14,5][12,6][14,3][14,6][12,14][13,7][13,13][13,6][13,8][14,8][14,8][14,10]	5  5  4  1  3  3  1  3  2  2  1  5  3  4  3  
					4  4  4  5  3  2  3  4  4  5  1  4  4  4  5  
					1  3  4  3  1  5  3  4  4  5  1  3  4  3  3  
					5  4  3  4  2  2  4  3  4  1  3  1  2  3  3  
					1  2  4  1  1  4  1  4  3  1  4  3  1  2  5  
					5  1  3  4  2  1  5  1  5  3  5  3  2  3  5  
					4  3  4  2  1  1  3  4  1  1  2  2  5  1  2  
					1  5  3  5  2  3  5  4  2  3  1  5  4  3  3  
					2  3  1  3  1  4  2  5  1  4  1  5  1  5  4  
					2  3  3  2  5  2  1  2  3  1  4  1  4  3  5  
					2  2  3  5  4  1  2  4  1  3  5  2  5  1  3  
					5  2  1  1  1  4  4  4  2  5  5  1  5  2  5  
					5  1  3  4  4  3  4  5  5  1  2  2  4  3  2  
					1  3  3  5  5  4  1  2  2  4  3  2  5  5  1  
					4  1  1  3  1  5  1  1  2  5  1  2  1  2  3  
					

652	60	27	72	[9,5][12,9][1,13][6,4][8,1][14,14][8,2][13,12][9,12][7,3][12,8][11,8][13,8][11,13][12,14][2,6][5,7][8,5][7,6][11,6][12,11][12,12][12,13][12,7][14,2][14,11][10,1][8,1][10,1][8,0][14,10][7,3][14,4][7,6][9,5][12,4][9,4][12,14][12,10][12,14][14,9][10,6][13,2][14,7][12,3][13,7][12,7][12,5][13,5][13,8][13,3][13,10][13,5][14,10][14,5][14,5][14,8][14,6][14,6][13,6]	5  1  2  2  1  4  5  2  1  2  5  2  4  3  5  
					1  1  2  1  2  1  4  1  4  3  3  1  1  3  4  
					1  5  4  2  3  4  5  3  1  1  5  4  4  3  4  
					1  1  5  1  3  2  5  5  4  1  1  2  5  4  3  
					2  3  3  1  5  1  3  5  4  3  4  1  2  1  3  
					4  5  5  4  4  4  3  2  3  3  1  3  5  1  3  
					2  2  2  4  2  5  5  2  2  3  2  2  3  1  2  
					2  5  3  3  4  1  2  4  1  5  4  5  4  2  1  
					2  2  5  1  5  3  1  3  5  3  5  2  5  1  1  
					3  5  3  2  4  3  2  1  1  3  1  4  4  5  2  
					2  2  5  3  3  3  2  4  4  4  5  5  2  1  4  
					1  4  2  5  3  2  4  1  2  4  4  4  5  1  2  
					3  5  1  1  3  1  5  3  2  2  1  4  3  2  2  
					4  3  4  3  5  3  3  5  1  4  3  4  2  1  2  
					3  1  5  5  2  2  1  3  3  5  3  5  2  5  5  
					

1078	53	10	210	[13,7][9,9][12,11][10,3][3,7][6,5][8,12][7,7][9,5][13,3][5,0][6,10][3,14][10,13][10,11][13,3][11,10][9,11][10,0][14,13][14,0][9,9][8,7][9,7][10,4][11,13][13,4][14,13][14,10][11,13][14,5][11,10][13,11][13,13][10,14][12,12][13,3][10,14][12,6][14,12][12,11][14,8][14,7][14,7][13,7][13,9][13,9][14,11][14,10][12,14][13,7][14,13][14,13]	3  2  5  5  5  3  2  1  2  3  3  1  1  2  3  
					5  1  3  4  1  1  5  5  4  5  4  3  4  1  1  
					3  3  2  5  5  3  2  2  3  2  4  3  4  2  3  
					4  3  5  5  3  2  5  4  4  5  1  4  1  2  4  
					3  3  1  4  5  3  3  2  3  5  2  1  3  2  4  
					1  3  5  1  3  1  5  2  4  1  3  4  2  4  1  
					5  1  1  2  5  2  2  4  5  4  4  5  1  2  1  
					3  5  2  4  1  4  5  4  4  1  3  1  5  2  5  
					1  1  3  3  3  4  3  3  4  5  2  2  1  2  2  
					3  3  3  3  3  1  3  3  5  5  2  4  2  4  5  
					5  2  4  4  4  1  1  5  5  5  5  2  5  4  1  
					5  5  1  4  5  5  1  3  5  1  5  2  5  2  4  
					4  5  5  3  2  3  5  1  3  4  5  3  3  2  4  
					5  3  3  3  4  1  2  3  3  1  5  4  3  3  2  
					5  3  1  2  1  5  3  2  1  3  3  1  1  1  4  
					

862	57	21	182	[11,1][3,4][11,2][11,0][5,9][10,7][12,14][2,6][1,8][11,8][5,10][6,13][14,8][10,1][12,10][4,12][1,4][12,12][6,3][8,0][11,5][11,12][9,14][9,13][9,5][10,13][9,7][9,10][12,6][11,5][12,10][8,7][11,12][14,6][14,1][9,1][14,4][10,14][14,4][11,14][9,8][13,13][13,10][11,2][11,0][13,2][13,3][12,12][14,5][13,11][14,5][13,9][14,5][14,9][14,9][13,6][14,11]	5  1  2  1  1  1  3  3  4  2  4  2  4  5  3  
					3  1  5  2  1  2  4  2  4  1  3  3  4  2  4  
					2  5  2  3  5  5  3  1  3  4  3  4  2  4  1  
					4  2  2  1  1  4  3  5  2  5  3  3  5  5  3  
					5  4  5  4  3  5  5  1  1  4  2  1  1  2  3  
					4  1  3  1  4  2  2  1  1  4  3  5  3  1  4  
					5  1  3  4  3  4  5  3  5  5  3  3  3  2  3  
					5  2  1  4  4  2  3  3  2  5  5  3  2  1  3  
					2  1  4  1  4  3  3  4  5  4  4  1  4  5  4  
					3  3  3  1  4  5  5  5  1  1  5  1  4  2  5  
					1  3  4  4  2  1  5  5  4  3  3  4  5  5  5  
					3  1  1  3  5  2  3  1  4  5  4  5  1  5  5  
					2  4  1  4  3  2  3  5  3  4  5  4  4  2  5  
					4  3  5  5  1  4  2  3  1  2  4  2  3  5  5  
					2  2  4  2  4  4  5  5  4  4  1  3  1  2  5  
					

768	58	25	240	[6,5][11,4][9,7][8,7][5,14][4,3][4,5][3,3][13,2][7,2][5,3][12,0][13,1][4,0][9,5][6,11][10,4][9,1][11,8][11,13][7,11][6,13][7,13][12,13][12,6][14,6][6,12][10,14][12,5][14,9][12,9][11,4][14,10][11,12][13,2][12,1][14,1][14,3][11,8][12,14][11,14][14,9][13,1][13,8][12,13][13,6][12,8][14,13][9,12][14,14][12,10][11,7][14,4][14,8][12,10][12,13][14,9][11,9]	3  1  4  4  3  1  4  5  5  4  2  2  1  2  3  
					1  4  4  2  3  3  1  4  3  4  4  4  1  5  3  
					1  3  1  4  2  2  4  1  2  1  1  4  5  5  5  
					5  2  2  1  4  2  3  4  3  5  3  4  4  5  3  
					3  2  1  2  4  5  2  2  2  2  1  2  5  2  5  
					5  3  4  1  5  1  1  4  2  3  5  2  4  5  5  
					2  2  4  3  5  1  2  4  1  3  4  5  1  5  4  
					3  2  1  4  2  4  5  1  1  3  5  5  2  4  1  
					3  1  5  3  3  4  5  5  2  4  2  3  1  5  1  
					2  5  4  2  3  3  1  5  4  2  1  4  1  4  2  
					5  5  3  3  3  3  4  5  1  2  3  5  1  2  4  
					2  1  3  5  5  2  3  5  2  4  4  3  2  2  2  
					4  4  2  3  1  2  1  2  2  5  5  2  3  5  5  
					3  3  2  1  1  5  3  2  4  3  5  3  1  4  4  
					3  3  3  4  5  4  5  5  3  2  2  2  2  5  1  
					

864	52	32	182	[7,10][6,2][12,12][6,10][3,11][6,8][7,2][11,8][13,0][8,11][14,7][4,3][8,1][14,9][8,8][11,8][11,11][2,0][5,13][12,6][8,4][14,0][8,4][10,6][7,13][10,7][13,7][14,2][12,0][13,0][13,7][8,4][8,2][11,2][14,1][13,3][11,13][12,13][12,11][14,6][12,4][8,2][13,4][5,14][14,10][13,5][13,4][14,4][14,5][14,9][13,9][14,10]	5  5  1  3  5  4  3  4  1  4  2  2  2  2  3  
					2  4  3  1  2  1  5  2  3  1  2  3  2  4  4  
					2  2  4  2  3  4  1  4  2  1  2  3  3  1  4  
					4  3  4  5  3  5  5  4  4  2  5  1  1  2  2  
					2  2  4  5  5  5  2  1  1  2  5  1  1  5  2  
					5  3  1  2  1  3  1  5  5  5  3  5  1  4  2  
					4  5  1  4  1  2  3  2  2  5  4  4  1  1  3  
					5  2  5  5  3  4  5  1  1  1  3  4  1  1  2  
					3  2  5  4  5  3  1  4  2  2  3  5  3  4  5  
					4  4  4  3  5  1  5  2  3  4  1  1  5  5  1  
					1  5  1  5  3  5  4  1  3  2  5  5  1  4  5  
					2  3  2  4  3  5  1  2  2  2  5  2  2  3  4  
					1  4  5  1  1  5  2  1  1  5  4  5  2  3  2  
					1  5  1  5  4  4  1  3  4  3  4  5  1  4  1  
					2  4  4  4  3  5  4  3  1  4  4  5  2  3  2  
					

594	50	59	210	[6,4][11,12][4,12][2,5][9,6][13,11][10,13][12,13][4,3][10,1][10,5][2,9][11,11][9,9][13,13][7,1][8,3][9,3][6,5][12,7][5,9][8,10][6,1][8,10][9,8][5,13][9,2][7,14][7,13][9,4][11,3][9,14][9,9][9,10][7,8][13,12][9,1][13,3][10,7][10,6][12,11][13,4][11,9][10,7][10,8][9,2][10,11][13,10][14,9][13,11]	2  3  1  5  5  2  4  2  4  5  1  5  1  1  1  
					4  3  3  1  1  3  2  1  1  3  2  2  1  4  5  
					2  5  3  5  2  2  4  4  3  2  4  4  2  4  1  
					5  5  4  4  5  2  2  5  3  5  2  5  2  4  2  
					2  3  2  4  3  4  1  3  4  4  3  1  2  5  4  
					1  4  1  4  1  2  1  1  3  4  5  5  4  2  2  
					3  4  4  3  3  2  1  2  5  1  1  3  3  4  4  
					3  2  3  1  1  5  4  1  2  5  3  3  1  1  2  
					2  1  5  3  5  2  3  1  1  5  1  2  3  5  1  
					3  2  4  5  1  5  3  2  3  3  2  2  1  2  4  
					4  5  5  1  3  3  5  3  4  5  3  1  2  3  4  
					2  4  3  1  1  2  3  5  2  2  4  3  2  4  1  
					5  3  5  1  1  1  1  1  4  5  3  1  1  3  4  
					3  2  3  1  2  2  4  3  1  2  5  4  4  1  5  
					2  1  2  5  2  1  3  2  3  2  4  2  4  2  3  
					

740	63	16	132	[8,4][3,3][9,10][14,0][13,14][7,10][5,12][11,9][13,3][9,4][4,2][14,5][13,4][7,12][11,6][7,6][10,10][12,4][6,0][11,12][11,7][14,10][8,14][8,12][10,1][12,9][5,9][9,2][11,7][9,0][10,2][9,7][8,9][12,2][8,8][9,8][4,13][9,12][14,6][13,13][12,13][12,0][9,14][13,12][14,9][13,14][13,5][14,8][13,1][14,7][12,7][11,3][13,7][12,10][13,8][13,13][14,8][14,10][12,5][12,13][14,10][13,13][13,14]	2  3  5  5  2  1  3  5  2  5  4  3  3  5  1  
					3  4  2  3  3  2  2  1  1  5  5  3  1  4  5  
					4  2  3  4  1  4  4  4  3  1  1  1  1  4  1  
					4  5  1  2  5  5  4  5  1  1  2  2  2  4  4  
					2  4  5  3  1  2  4  5  2  3  2  5  3  4  4  
					4  4  1  1  3  3  1  5  3  2  4  4  3  3  2  
					5  3  4  2  5  4  2  5  1  4  5  4  2  2  3  
					1  5  1  2  2  4  4  4  2  2  4  2  1  3  2  
					2  5  1  5  2  2  2  5  1  3  5  1  1  4  5  
					2  3  3  1  5  5  5  1  5  1  5  5  1  5  4  
					1  4  1  3  3  1  5  5  4  4  4  2  4  3  2  
					2  3  3  2  4  4  4  2  5  5  1  2  1  1  4  
					2  2  5  1  4  3  1  5  2  4  5  2  3  2  5  
					1  1  2  5  2  3  1  2  1  2  3  3  5  4  5  
					1  5  3  5  2  2  3  3  1  2  3  4  1  3  2  
					

1092	49	26	342	[10,5][0,3][0,12][10,1][12,4][6,8][14,1][4,4][5,7][10,13][9,2][14,12][8,1][12,9][6,8][13,12][12,8][4,5][14,4][5,7][9,4][8,11][7,2][11,9][13,11][12,7][6,14][14,11][13,1][14,4][10,10][11,4][11,4][14,14][13,10][14,3][11,5][10,4][12,7][12,1][14,9][12,14][14,14][12,5][14,10][14,7][14,13][14,8][13,14]	3  1  1  4  4  3  1  2  3  5  4  3  3  5  1  
					2  3  2  1  2  5  5  1  2  3  1  3  4  5  5  
					3  4  1  2  5  2  5  2  1  1  3  4  1  4  2  
					5  1  1  4  2  5  1  5  1  3  1  1  5  1  5  
					2  3  1  5  3  1  4  2  1  3  2  3  3  1  3  
					5  4  4  5  2  1  1  4  5  3  2  3  5  2  4  
					3  4  3  4  2  5  2  4  4  4  4  1  3  2  5  
					5  4  3  5  3  4  2  2  2  4  4  4  1  2  4  
					4  3  1  4  1  4  1  2  4  4  1  2  4  3  1  
					4  3  5  5  3  1  5  1  4  1  1  4  5  3  1  
					4  5  5  1  3  5  5  4  1  2  5  3  5  3  5  
					4  2  1  1  4  1  4  2  5  3  1  3  5  4  1  
					4  3  1  2  2  5  4  5  2  5  3  5  1  5  5  
					2  5  1  3  5  1  2  5  1  5  3  5  1  4  2  
					1  5  3  2  5  4  1  3  4  4  2  4  1  4  4  
					

706	64	11	90	[5,1][7,8][2,11][3,5][6,12][13,8][12,13][7,8][3,5][3,7][11,10][13,9][5,6][4,7][6,3][10,5][8,6][12,1][14,0][13,8][13,12][10,3][13,2][8,5][12,5][6,3][14,4][6,2][9,12][11,4][8,0][12,1][14,6][12,8][12,13][13,2][13,6][13,10][10,2][14,6][7,14][14,6][14,12][12,3][13,13][13,9][13,13][13,11][11,14][12,10][14,9][14,9][14,9][9,11][10,11][13,7][10,11][14,11][12,13][14,13][13,14][14,13][13,9][13,13]	1  1  5  2  2  3  1  3  2  2  5  4  1  4  2  
					2  3  5  3  5  1  2  4  2  5  1  5  5  2  4  
					4  1  2  3  2  5  1  2  1  3  4  3  3  1  5  
					4  3  5  3  1  4  4  3  1  1  4  1  5  5  1  
					4  5  2  1  3  4  3  4  2  2  1  2  3  4  1  
					1  5  3  2  5  1  3  4  5  2  3  5  1  2  3  
					2  3  1  1  3  5  1  3  5  2  2  4  1  4  2  
					3  1  2  2  5  1  1  4  5  3  1  5  5  4  5  
					3  5  3  5  5  3  5  2  5  1  5  2  4  5  5  
					5  1  4  3  3  4  1  4  3  5  4  2  5  3  3  
					4  2  2  4  3  5  4  4  2  4  5  3  5  1  4  
					1  3  5  1  3  5  5  4  5  5  5  5  5  5  4  
					1  1  1  5  1  4  5  1  4  3  1  2  2  3  3  
					3  2  5  5  2  5  2  4  4  3  2  1  2  1  2  
					3  2  4  5  1  5  5  2  1  3  2  5  5  4  4  
					

726	62	12	72	[6,1][1,11][1,3][4,5][13,6][5,13][2,9][6,13][2,10][9,13][14,4][6,7][10,12][13,10][5,3][6,8][6,5][7,0][11,8][8,11][9,2][12,12][8,8][9,6][9,0][7,11][11,8][10,9][13,10][12,14][9,8][10,3][12,0][10,3][12,5][11,2][14,5][11,14][14,8][10,8][11,1][11,14][9,11][14,7][13,4][10,2][13,9][13,12][14,8][13,11][14,5][13,12][14,5][13,13][12,6][12,7][13,11][14,9][14,9][13,10][14,12][14,12]	5  4  5  3  5  4  4  1  4  5  3  3  1  1  2  
					2  1  1  4  2  2  3  3  1  4  3  3  4  1  5  
					3  1  2  4  2  2  5  3  4  5  1  2  5  3  4  
					5  3  4  2  4  4  2  2  2  5  1  1  1  4  3  
					3  2  3  1  1  2  2  3  1  2  3  2  2  3  1  
					4  4  1  2  4  3  5  3  4  2  4  3  2  1  1  
					3  2  1  2  2  2  5  2  3  5  5  5  3  1  4  
					4  2  4  4  1  3  5  1  4  5  2  1  1  5  2  
					4  3  1  4  5  1  2  1  3  5  4  4  3  3  5  
					3  2  1  2  5  4  2  4  5  2  5  2  1  5  5  
					3  4  2  5  2  1  3  1  3  4  3  3  3  5  2  
					4  5  3  4  2  1  4  2  4  3  4  5  1  3  4  
					4  2  3  1  1  4  4  4  2  4  5  3  4  2  2  
					5  1  2  1  1  3  3  4  1  4  1  5  4  2  3  
					1  3  5  1  4  4  2  1  5  4  1  2  3  3  2  
					

776	57	22	182	[0,7][13,5][4,6][14,5][13,1][13,8][2,10][9,2][11,9][14,2][14,5][6,10][12,8][11,4][11,6][8,2][11,2][12,4][14,3][14,6][12,10][13,10][13,8][12,6][13,5][5,14][7,10][2,13][7,2][8,12][13,2][12,4][12,3][7,12][7,13][8,13][12,2][6,14][14,3][14,6][9,14][6,11][9,7][13,13][10,8][13,12][14,12][14,5][13,9][14,9][11,13][13,8][14,11][14,12][14,11][13,12][14,13]	5  4  3  3  5  2  5  4  4  1  2  1  3  5  1  
					2  4  3  4  3  3  4  5  3  2  1  2  5  1  2  
					4  5  5  3  5  3  1  4  5  4  1  3  2  4  2  
					5  4  2  5  3  4  2  5  1  5  2  3  3  4  2  
					3  4  2  3  1  1  3  4  5  1  2  1  3  4  2  
					1  4  3  1  2  5  1  3  1  1  5  2  4  5  1  
					3  3  3  5  3  3  5  2  1  1  1  3  3  4  1  
					2  5  4  2  2  4  3  4  2  4  4  5  2  3  4  
					5  1  4  2  1  1  3  2  4  5  4  2  3  5  5  
					4  2  5  5  1  3  4  2  5  1  4  1  1  3  1  
					4  5  5  4  1  3  2  4  2  5  1  3  3  5  5  
					4  2  2  2  2  1  5  3  1  4  5  4  5  1  5  
					1  5  5  1  1  1  2  3  1  5  3  2  1  5  4  
					2  2  5  3  4  4  2  2  1  3  3  1  4  4  2  
					2  2  5  3  2  4  2  2  2  4  4  3  1  1  1  
					

760	55	24	132	[1,3][3,3][9,11][7,12][3,13][5,13][9,8][11,12][13,11][12,12][2,10][4,7][3,9][14,6][1,2][12,14][10,8][10,6][12,2][9,11][7,0][8,5][14,11][11,9][9,8][5,3][7,0][12,10][14,6][14,11][10,2][8,4][14,14][9,5][13,9][12,2][9,2][8,1][10,7][12,7][11,0][11,4][14,8][13,14][14,10][13,4][11,5][14,12][13,7][14,8][14,14][14,12][14,10][13,8][14,10]	5  3  2  1  2  2  4  2  1  3  5  4  1  4  1  
					1  5  2  4  4  4  5  3  5  3  1  1  5  3  4  
					2  1  5  2  3  1  1  4  4  3  1  4  4  2  5  
					4  5  4  4  2  3  1  2  3  1  5  4  2  2  4  
					4  3  1  4  4  4  3  2  2  3  5  4  5  1  3  
					2  2  5  1  3  2  2  2  2  4  4  3  5  3  5  
					1  2  4  4  1  1  2  3  5  4  3  3  5  2  2  
					1  1  2  4  5  3  4  4  3  1  1  4  5  2  2  
					1  3  5  5  3  3  5  3  5  3  2  5  4  1  1  
					3  5  4  4  5  1  2  4  5  3  4  3  3  3  3  
					5  3  3  4  1  4  4  5  3  1  2  5  2  5  1  
					1  5  4  4  2  1  3  1  4  4  3  5  5  5  1  
					1  5  5  2  2  4  3  1  3  1  2  2  4  4  4  
					1  3  4  5  1  5  4  5  1  2  3  3  2  1  2  
					4  2  5  5  2  4  4  3  1  3  4  2  5  4  4  
					

702	62	28	182	[3,2][9,9][0,0][8,8][10,14][9,11][6,12][9,7][2,0][5,0][5,13][4,1][12,8][2,6][12,5][5,1][14,6][13,3][7,13][8,0][10,13][4,7][9,12][9,14][7,2][9,4][11,0][9,4][14,3][10,11][10,14][11,14][11,5][9,5][14,2][12,6][7,7][14,6][12,13][8,8][10,10][12,11][13,6][14,5][13,11][13,7][13,0][14,3][13,4][14,1][13,1][12,3][14,6][14,7][11,8][14,6][12,8][13,7][13,7][14,8][13,10][14,9]	4  4  5  1  4  1  5  1  2  1  1  1  1  3  2  
					2  3  5  3  5  5  3  1  4  4  3  5  1  4  3  
					4  4  3  4  3  5  4  4  3  2  2  2  2  4  5  
					3  1  2  2  3  5  2  2  2  3  4  4  5  1  3  
					1  4  3  2  1  1  1  1  1  1  3  5  3  2  4  
					5  5  1  3  3  2  3  5  5  4  1  3  3  4  1  
					4  5  2  4  3  5  4  4  4  4  2  3  4  5  2  
					2  1  5  2  1  4  1  3  2  4  4  2  4  5  5  
					2  2  1  5  1  2  4  1  1  3  3  4  5  4  4  
					5  4  5  5  4  4  5  5  2  1  1  4  1  1  4  
					4  2  5  4  5  1  5  1  5  1  3  4  5  5  5  
					5  3  4  1  3  4  2  4  1  5  1  3  5  1  3  
					5  5  5  4  2  2  2  3  1  2  1  4  5  2  2  
					3  1  4  1  4  2  2  1  3  4  1  3  2  4  3  
					4  5  4  2  2  2  2  3  2  1  4  1  5  3  4  
					

